ID,ADDRESS,CITY,ST,ZIP,Longitude,Latitude,Match Score
1, 616 Whitehorse Pike,Absecon,NJ,08201,-74.51207022858388,39.4326490300862,99
2, 603 White Horse Pike,Absecon,NJ,08202,-74.51218344590403,39.43261251367628,98.39
3, 636 White Horse Pike,Absecon,NJ,08203,-74.51503105206169,39.43469760913176,98.39
4, 616 Whitehorse Pike,Absecon,NJ,08204,-74.51207022858388,39.4326490300862,97.39
5,10 Renaissance Plaza,Atlantic City,NJ,08401,-74.43067405489396,39.362044536940246,100
6, 3218 Atlantic Avenue,Atlantic City,NJ,08401,-74.45043046700322,39.353056028184,100
7, 1723 Pacific Avenue,Atlantic City,NJ,08401,-74.43197963500025,39.35861742094101,100
8, 1101 Atlantic Avenue,Atlantic City,NJ,08401,-74.42475435064395,39.36354522563685,100
9, 3313 Brigantine Boulevard,Brigantine,NJ,08203,-74.38869104459356,39.39487749216842,100
10, 4238 Harbor Beach Boulevard,Brigantine,NJ,08203,-74.39748453274828,39.39332421708237,100
11, 1006 White Horse Pike,Egg Harbor City,NJ,08215,-74.64318280790158,39.52572436515495,100
12, 3007 Ocean Heights Avenue,Egg Harbor Township,NJ,08234,-74.6176470884205,39.36183322191316,100
13, 3003 English Creek Avenue,Egg Harbor Township,NJ,08234,-74.61345697502301,39.4332089831276,100
14, 6815 Tilton Road,Egg Harbor Township,NJ,08234,-74.55861522585823,39.39153571204566,100
15, 6103 West Jersey Avenue,Egg Harbor Township,NJ,08234,-74.61700696247493,39.41940826336816,100
16, 6050 Black Horse Pike,Egg Harbor Township,NJ,08234,-74.60888900543034,39.433907069933746,100
17, 2247 Ocean Heights Avenue,Egg Harbor Township,NJ,08234,-74.61936529475248,39.36420261830279,100
18, 6801 Black Horse Pike,Egg Harbor Township,NJ,08234,-74.55333601429749,39.39610699163569,100
19, 3003 English Creek Avenue,Egg Harbor Twp,NJ,08234,-74.61345697502301,39.4332089831276,100
20, 401 South Pitney Road,Galloway,NJ,08205,-74.4941966172262,39.46245066620396,99.9
21, 327 South Pitney Road,Galloway,NJ,08205,-74.49384792981478,39.46469583415174,99.9
22, 401 South Pitney Road,Galloway,NJ,08205,-74.4941966172262,39.46245066620396,99.9
23," 80 S White Horse Pike,  Suite C1",Hammonton,NJ,08009,-74.78674171840196,39.64622300675804,98.75
24, 11 S Whitehorse Pike,Hammonton,NJ,08021,-74.7881024772245,39.647211250684904,97.48
25, 80 South Whitehorse Pike,Hammonton,NJ,08009,-74.78674171840196,39.64622300675804,97.65
26, 55 South White Horse Pike,Hammonton,NJ,08084,-74.7848689904366,39.64848400077247,98.65
27, 9301 Ventnor Avenue,Margate City,NJ,08402,-74.51399354875443,39.32244447509638,100
28," 6056 Harding Hwy,  Suite D",Mays Landing,NJ,08330,-74.73477806650789,39.44795342136533,100
29, 380 Consumer Square,Mays Landing,NJ,08330,-74.63231896905907,39.45196301064489,100
30, 4454 Black Horse Pike,Mays Landing,NJ,08330,-74.64750284079825,39.45234570626719,100
31, 4620 Black Horse Pike,Mays Landing,NJ,08330,-74.65132968251221,39.45375353072427,100
32," 108 Swedesboro Road,  Suite 20",Mullica Hill,NJ,08062,-75.2258008509992,39.74334971036013,100
33, 143 Bridgeton Pike,Mullica Hill,NJ,08062,-75.21964033226185,39.723168888482306,100
34, 1337A New Road,Northfield,NJ,08225,-74.55471751957887,39.374076584062614,100
35, 1315 New Road,Northfield,NJ,08225,-74.55380548469448,39.375013471290146,100
36, 900 N. New Road,Pleasantville,NJ,08232,-74.52013427720003,39.40788514498394,100
37,857 N Main Street,Pleasantville,NJ,08232,-74.51195170847332,39.40366365453405,100
38, 505 W Black Horse Pike,Pleasantville,NJ,08232,-74.53223666852914,39.391655320949575,100
39, 1025 Black Horse Pike,Pleasantville,NJ,08232,-74.54519701867606,39.39219599561403,100
40, 328 W. White Horse Pike,Pomona,NJ,08215,-74.58108886379515,39.482387578280175,100
41, 1 South New York Road,Smithville,NJ,08205,-74.45782079103314,39.49357272567862,100
42, 191 New Road,Somers Point,NJ,08244,-74.59252378533745,39.331417120425485,100
43, 425 New Road,Somers Point,NJ,08244,-74.59966514008114,39.32569787340514,100
44, 212 New Road,Somers Point,NJ,08244,-74.59617173047548,39.328433391325255,100
45, 23 Bethel Road,Somers Point,NJ,08244,-74.59458281298252,39.333196877588236,100
46, 315 N Dorset Avenue,Ventnor,NJ,08406,-74.48131518181471,39.34553683239295,98.16
47, 5100 Wellington Avenue,Ventnor City,NJ,08406,-74.48029082400396,39.35177579355996,100
48, 6701 Ventnor Avenue,Ventnor City,NJ,08406,-74.48573219333112,39.33653869169604,100
49, 45 De Mercurio Drive,Allendale,NJ,07401,-74.12750272767546,41.02947142060871,100
50, 44 West Allendale Avenue,Allendale,NJ,07401,-74.12750490667646,41.03029991548063,100
51, 10 Portland Avenue,Bergenfield,NJ,07621,-73.99755984265258,40.92688567048261,100
52, 241 N. Washington Avenue,Bergenfield,NJ,07621,-73.99492331500858,40.93572447120014,100
53, 406 S. Washington Avenue,Bergenfield,NJ,07621,-73.99750460591072,40.91391471722815,100
54, 33 River Road,Bogota,NJ,07603,-74.03274941911575,40.87058777961447,100
55, 637 Hoboken Road,Carlstadt,NJ,07072,-74.10078499191471,40.84042302837626,100
56, 729 Anderson Avenue,Cliffside Park,NJ,07010,-73.98602575714983,40.82962282040605,100
57, 250 Closter Dock Road,Closter,NJ,07624,-73.96043403061473,40.97204977985403,100
58, 29 Vervalen Street,Closter,NJ,07624,-73.95694960795456,40.969606338672996,100
59, 80 Piermont Road,Cresskill,NJ,07626,-73.96242114434129,40.94074074688402,100
60, 50 West Madison Avenue,Dumont,NJ,07628,-73.99643415305599,40.940407398594985,100
61, 406 East Madison Avenue,Dumont,NJ,07628,-73.97810061154547,40.941282533912386,100
62, 572 Paterson Avenue,East Rutherford,NJ,07073,-74.10586177325987,40.84321708038469,100
63, 481 River Road,Edgewater,NJ,07020,-73.98504305114146,40.813351160146425,100
64, 65 River Road,Edgewater,NJ,07020,-73.99235040600985,40.80509774890033,100
65, 543 River Road,Edgewater,NJ,07020,-73.98494005392465,40.813392356155326,100
66, 449 Market Street,Elmwood Park,NJ,07407,-74.11147493594859,40.89893470560158,100
67, 593 Market Street,Elmwood Park,NJ,07407,-74.10477947169205,40.89791995049366,100
68, 100 Broadway,Elmwood Park,NJ,07407,-74.12378208438108,40.91945310166066,100
69, 425 Old Hook Road,Emerson,NJ,07630,-74.0061810969723,40.98181723868556,100
70, 10 W. Palisade Avenue,Englewood,NJ,07631,-73.97554489130674,40.89425571501959,100
71, 40 Nathaniel Place,Englewood,NJ,07631,-73.97523305098309,40.8964549614566,100
72, 20 W. Hudson Avenue,Englewood,NJ,07631,-73.96918458583261,40.910277977078294,100
73,18-35 River Road,Fair Lawn,NJ,07410,-74.14221246453985,40.940044085001624,100
74,17-77 River Road,Fair Lawn,NJ,07410,-74.14031021274799,40.93895595502009,100
75,2400 Fair Lawn Avenue,Fairlawn,NJ,07410,-74.11893948220036,40.939607041265496,99
76,"29-00 Broadway, NJ-4",Fairlawn,NJ,07410,-74.10677922104902,40.92387794177182,98
77,215 Bergen Boulevard,Fairview,NJ,07022,-74.00094437133589,40.81900278144481,100
78, 2160 Lemoine Avenue,Fort Lee,NJ,07024,-73.9668673248806,40.856336239192736,100
79,1681 Fletcher Avenue,Fort Lee,NJ,07024,-73.97279494008936,40.85854974811889,95.63
80,1475 Bergen Boulevard,Fort Lee,NJ,07024,-73.98554522264092,40.85222101810034,100
81,165 Main Street,Fort Lee,NJ,07024,-73.96853575610233,40.85103536747285,100
82, 1335 16th Street,Fort Lee,NJ,07024,-73.98074329964774,40.84447927063769,100
83, 2151 Lemoine Avenue,Fort Lee,NJ,07024,-73.96698492298235,40.85623159113168,100
84, 281 Midland Avenue,Garfield,NJ,07026,-74.10384748787813,40.874416968261116,100
85," 45 Outwater Lane,  Suite 3",Garfield,NJ,07026,-74.1169594666534,40.88055252138555,100
86, 174 Passaic Street,Garfield,NJ,07026,-74.1017635791103,40.867757965283104,100
87, 175 Rock Road,Glen Rock,NJ,07452,-74.13156904006915,40.96482798967736,100
88, 110 Main Street,Hackensack,NJ,07601,-74.04365563103916,40.88165311027781,100
89, 101 Polifly Road,Hackensack,NJ,07601,-74.05680497831517,40.87809494737449,100
90, 630 Main Street,Hackensack,NJ,07601,-74.0403566667995,40.89869506698984,100
91, 123 Anderson Street,Hackensack,NJ,07601,-74.0446938825981,40.894366233094495,100
92, 219 Essex Street,Hackensack,NJ,07601,-74.05394934772232,40.88074790354851,100
93, 500 South River Street,Hackensack,NJ,07601,-74.03612816428576,40.86331429931492,100
94, 151 Boulevard,Hasbrouck Heights,NJ,07604,-74.0805121856186,40.85970630909307,100
95, 372 Broadway,Hillsdale,NJ,07642,-74.04208006991162,41.012483425909856,100
96, 383 Washington Avenue,Hillsdale,NJ,07642,-74.04006424413555,41.0016722492146,100
97, 410 Broad Avenue,Leonia,NJ,07605,-73.9857709472933,40.864780629456426,100
98, 221 Main Street,Lodi,NJ,07644,-74.0840275247041,40.88092414842438,100
99, 175 Main Street,Lodi,NJ,07644,-74.0846271971635,40.87922000832821,100
100, 20 Arnot Street,Lodi,NJ,07644,-74.08734780749641,40.87702225156364,100
101, 441 Valley Brook Avenue,Lyndhurst,NJ,07071,-74.12322275998218,40.811299770517,100
102, 540 New York Avenue & Delafield A,Lyndhurst,NJ,07071,-74.12164989585133,40.81479003690873,98.58
103, 125 Franklin Turnpike,Mahwah,NJ,07430,-74.14687955434164,41.09918965816768,100
104, 45 Franklin Turnpike,Mahwah,NJ,07430,-74.14839403431301,41.10447892039299,100
105, 136 Lake Avenue,Midland Park,NJ,07432,-74.14057153935566,40.98265617200307,100
106, 85 Godwin Avenue,Midland Park,NJ,07432,-74.13866666804023,40.985258040476964,100
107, 20 Kinderkamack Road,Montvale,NJ,07645,-74.02963749307949,41.03871706150289,99.55
108, 106 Chestnut Ridge Road,Montvale,NJ,07645,-74.06821962497986,41.055892255024084,100
109, 100 Farm View,Montvale,NJ,07645,-74.06034286050426,41.05055911378804,100
110, 880 River Road,New Milford,NJ,07646,-74.02637062316141,40.926819369628525,100
111, 364 River Road,New Milford,NJ,07646,-74.0214354423907,40.940562212346435,100
112, 250 River Road,New Milford,NJ,07646,-74.02035470863501,40.944637665677845,100
113, 475 Ridge Road,North Arlington,NJ,07031,-74.12860278318769,40.79506707687354,100
114, 585 Ridge Road,North Arlington,NJ,07031,-74.12710953230376,40.797041650301374,100
115, 440 Belleville Turnpike,North Arlington,NJ,07031,-74.13024210097743,40.777520910267505,100
116, 269A Livingston St,Northvale,NJ,07647,-73.9460619017703,41.01428316797384,100
117, 246 Livingston Street,Northvale,NJ,07647,-73.94625169570199,41.01238106119429,100
118, 14 Post Road,Oakland,NJ,07436,-74.25597349845624,41.01390394895068,100
119, 409 Ramapo Valley Road,Oakland,NJ,07436,-74.23989826545125,41.0264306194273,100
120, 325 Kinderkamack Road,Oradell,NJ,07649,-74.03214801756302,40.95165712803213,100
121, 201 Roosevelt Place,Palisades Park,NJ,07650,-74.00418224379257,40.85100683369754,100
122," 224 Route 4 E And, Forest Ave",Paramus,NJ,07652,-74.05480991772134,40.91609003064971,99.17
123, 35 Interstate Shop Center,Ramsey,NJ,07446,-74.13725343697335,41.06679635139499,100
124, 563 North Franklin Turnpike,Ramsey,NJ,07446,-74.13853658090288,41.076352899463984,100
125, 25 N. Spruce Street,Ramsey,NJ,07446,-74.14047732676418,41.058657109299034,100
126, 198 Main Street,Ridgefield Park,NJ,07660,-74.0252419160797,40.856379154537066,100
127, 199 E Ridgewood Avenue,Ridgewood,NJ,07450,-74.11527185426803,40.97902969968462,100
128, 135 Kinderkamack Road,River Edge,NJ,07661,-74.03626613041222,40.91275285971949,100
129, 654 Westwood Avenue,River Vale,NJ,07675,-74.00658474100405,40.994885105264835,99.9
130, 150 Rochelle Avenue,Rochelle Park,NJ,07662,-74.078457278236,40.90050631244691,100
131, 220 W Passaic Street,Rochelle Park,NJ,07662,-74.08140888162022,40.91449981597928,100
132, 208 Park Avenue,Rutherford,NJ,07070,-74.10968472906845,40.825263224926516,100
133, 75 Mayhill Street,Saddle Brook,NJ,07663,-74.09163069636183,40.89799530380343,100
134, 475 Fair Lawn Parkway,Saddle Brook,NJ,07663,-74.09957836240282,40.91624814806319,100
135, 189 US-46,Saddle Brook,NJ,07663,-74.09563950919343,40.889268275764444,100
136, 188 Cedar Lane,Teaneck,NJ,07666,-74.01267434191551,40.8859992077974,100
137, 375 Queen Anne Road,Teaneck,NJ,07666,-74.02040103171967,40.87605588178896,100
138, 540 Cedar Lane,Teaneck,NJ,07666,-74.02498299909058,40.890102023673265,100
139, 520 Cedar Lane,Teaneck,NJ,07666,-74.02421488148357,40.889839292918225,100
140, 1400 Teaneck Road,Teaneck,NJ,07666,-73.99989227355559,40.899799961595505,100
141,17 19 Washington Street,Tenafly,NJ,07670,-73.96568546745848,40.925429752805634,99.41
142, 2 Teterboro Landing Drive,Teterboro,NJ,07608,-74.06337119362475,40.86195383261047,100
143, 1 Teterboro Landing Drive,Teterboro,NJ,07608,-74.06215134891522,40.86153233250333,100
144, 265 Pascack Road,Township Of Washington,NJ,07676,-74.06403079782021,40.98518740356653,100
145, 60 Franklin Turnpike,Waldwick,NJ,07463,-74.1202753475497,41.01227941038656,100
146, 72 Crescent Avenue,Waldwick,NJ,07463,-74.13940402406259,41.012717406737025,100
147, 375 Paterson Avenue,Wallington,NJ,07057,-74.10722212591534,40.8441371334924,100
148, 289 Broadway,Westwood,NJ,07675,-74.03174887133373,40.98987760068381,100
149, 295 Valley Boulevard,Wood Ridge,NJ,07075,-74.08431041520282,40.85239294964527,100
150, 520 Chestnut Ridge Road,Woodcliff Lake,NJ,07677,-74.0725736013017,41.04333214044716,100
151, 303 Franklin Avenue,Wyckoff,NJ,07481,-74.16488656489491,41.01120438461982,100
152, 519 Cedar Hill Avenue,Wyckoff,NJ,07481,-74.16849621688962,40.986238636987224,100
153, 655 Wyckoff Avenue,Wyckoff,NJ,07481,-74.17241061766286,41.012068773159804,100
154, 118 Farnsworth Avenue,Bordentown,NJ,08505,-74.71339708879289,40.1482080808599,100
155, 338 Farnsworth Avenue,Bordentown,NJ,08505,-74.71117588445138,40.14534976805806,100
156, 622 Route US-206,Bordentown,NJ,08505,-74.70010491349304,40.17341881926535,98.04
157, 558 Lakehurst Road Units J & K,Browns Mills,NJ,08015,-74.54962517812362,39.95421295517773,98.29
158, 37 Juliustown Road,Browns Mills,NJ,08015,-74.58443178543101,39.97092848176637,100
159, 1005 Sunset Road,Burlington,NJ,08016,-74.8768404288575,40.04911160564468,100
160, 108 US-130,Burlington,NJ,08016,-74.85492191601112,40.07087297812195,99.54
161, 2093 Route 130 N,Burlington,NJ,08016,-74.8110232403442,40.094867531754055,98.9
162, 1817 Mount Holly Road,Burlington,NJ,08016,-74.843208911258,40.05357003379884,100
163," 1210 Route 130 N, Suite 1408",Cinnaminson,NJ,08077,-74.98761666705252,39.999455870128855,100
164, 2604 Route 130 North ,Cinnaminson,NJ,08077,-74.97361553598824,40.00697477255331,100
165, 141 Route 130 South  Suite K,Cinnaminson,NJ,08077,-75.00928541452033,39.98846060103082,99.9
166," 4004 US-130, Suite 10",Delran,NJ,08075,-74.96093419137108,40.01246191499045,99.9
167, 701 Delran Parkway,Delran,NJ,08075,-74.96883542042612,40.01326358877743,100
168, 1310 S Fairview St,Delran,NJ,08075,-74.9451004217432,40.02056957369644,98.8
169, 1147 Cooper Street,Edgewater Park,NJ,08010,-74.90834112973353,40.0522930408139,99.9
170, 306 Broad Street,Florence,NJ,08518,-74.80517834183065,40.12010485870768,100
171, 1520 NJ-38 East,Hainesport,NJ,08036,-74.84085633179217,39.96924577279444,89.99
172, 1491 NJ 38,Hainesport,NJ,08036,-74.82141499999994,39.98507500000005,87.2
173,1636 NJ-38 Suite 49,Lumberton,NJ,08048,-74.79789499999998,39.97951500000005,85
174, 401 Taunton Lake Road,Marlton,NJ,08053,-74.8734185168861,39.85959149424913,100
175,360 NJ-73,Marlton,NJ,08053,-74.93870499999997,39.89801500000004,86.67
176,180 W Greentree Rd,Evesham Township,NJ,08053,-74.9250840293099,39.91237735342127,100
177, 235 North Maple Avenue,Marlton,NJ,08053,-74.92452794517565,39.91486277463738,100
178, 307 W Rte 70,Marlton,NJ,08053,-74.93280445286393,39.89472309057726,100
179, 404 NJ-73 S,Evesham Township,NJ,08053,-74.88073730368032,39.89719940642217,89.33
180,150 E Route 70,Marlton,NJ,08053,-74.91588802771452,39.89591698623073,99.88
181, 235 N Maple Avenue,Marlton,NJ,08053,-74.92452794517565,39.91486277463738,100
182, 307 NJ-70,Marlton,NJ,08053,-74.93870499999997,39.89801500000004,86.67
183, 200 Tuckerton Road Building K,Medford,NJ,08055,-74.84697411528197,39.87136500881564,100
184,175 US-70,Medford,NJ,08055,-74.80268499999994,39.86004500000007,86.67
185, 5 Wilkins Station Road  Suite 100,Medford,NJ,08055,-74.82472510767397,39.90983450781094,100
186, 409 Stokes Road,Medford,NJ,08055,-74.81700948198173,39.87740806763879,100
187, 208 Route 70 East,Medford,NJ,08055,-74.82248579842117,39.904992743350746,98.85
188, 219 West Main Street,Moorestown,NJ,08057,-74.95103204696167,39.96209090921895,100
189, 121 West Main Street,Moorestown,NJ,08057,-74.94917239758615,39.96283449696512,100
190, 508 High Street,Mt. Holly,NJ,08060,-74.79416242558239,40.00445353798772,100
191, 531 High Street Fairgrounds Plaza,Mt. Holly,NJ,08060,-74.7948794421294,40.005290526289464,96.18
192, 100 Centerton Road,Mt. Laurel,NJ,08054,-74.90811959603231,39.973341589780986,100
193, 3110 NJ38,Mt. Laurel,NJ,08054,-74.91738999999995,39.93465500000008,86.09
194, 4 Centerton Road,Mt. Laurel,NJ,08054,-74.91500801170012,39.96784201356016,100
195, 127 Ark Road,Mt. Laurel,NJ,08054,-74.8713553114193,39.97377292251838,99.9
196, 892 Union Mill Road,Mt. Laurel,NJ,08054,-74.9159886105524,39.9389526946184,100
197, 1000 Nixon Drive,Mt. Laurel,NJ,08054,-74.96473655922485,39.939286079460274,97.13
198, 3046 NJ-38,Mt. Laurel,NJ,08054,-74.91738999999995,39.93465500000008,86.09
199, 934 NJ-73,Mt. Laurel,NJ,08054,-74.91738999999995,39.93465500000008,87.27
200, 2 Centerton Road,Mt. Laurel,NJ,08054,-74.91603404046784,39.96760099193435,100
201, 200 Larchmont,Mt. Laurel,NJ,08054,-74.87036105006496,39.95325234716435,98.82
202, 700 Broad Street,Riverton,NJ,08077,-75.01008829800882,40.010940544312334,100
203, 1805 US 206,Southampton,NJ,08088,-74.7409319725248,39.894617169681624,99.9
204, 1497 US-206,Tabernacle,NJ,08055,-74.73426609860223,39.8491519207044,99.4
205, 71 Springside Road,Westampton,NJ,08060,-74.85661037326007,40.02328759458641,99.9
206, 800 Woodlane Road,Westampton,NJ,08060,-74.80266821328675,40.01177613623976,100
207, 100 Springside Road,Westampton,NJ,08060,-74.85617178615576,40.02421674237912,98.8
208, 4362 US-130,Willingboro,NJ,08046,-74.89305579728843,40.05324017298088,100
209, 217 Sunset Road,Willingboro,NJ,08046,-74.88168148085555,40.0487017305796,100
210,23 Levitt Parkway,Willingboro,NJ,08046,-74.89240905963436,40.05055781921887,100
211,4296 US-130,Willingboro,NJ,08046,-74.90374667974604,40.04628611114423,100
212, 1 Rose Street,Willingboro,NJ,08046,-74.91400922411779,40.0360600184818,100
213, 217 Sunset Road,Willingboro,NJ,08046,-74.88168148085555,40.0487017305796,100
214, 546 Sykesville Road,Wrightstown,NJ,08562,-74.6179795757696,40.042305648850956,100
215, 375 White Horse Pike,Atco,NJ,08004,-74.89608720638613,39.7683185617291,100
216,100 N. Blackhorse Pike,Audubon,NJ,08106,-75.09388880575729,39.89968175995148,97.87
217, 130 E Black Horse Pike,Audubon,NJ,08106,-75.08702402705654,39.89210099908155,98.87
218, 501 Clements Bridge Road,Barrington,NJ,08007,-75.05402531244532,39.86687075806178,100
219, 1 West White Horse Pike,Berlin,NJ,08009,-74.93387064660622,39.79779624836407,100
220,186 S White Horse Pike,Berlin,NJ,08009,-74.9296153172535,39.79153177004538,100
221, 701 College Drive,Blackwood,NJ,08012,-75.0348958186451,39.79153830246779,100
222, 5000 NJ-42,Blackwood,NJ,08012,-75.06059999999997,39.79539500000004,86.67
223, 2 South Black Horse Pike,Blackwood,NJ,08012,-75.06687225544222,39.801922868844976,100
224, 625 N. Black Horse Pike,Blackwood,NJ,08012,-75.06825895750345,39.81086879028513,100
225, 702 Browning Road,Brooklawn,NJ,08030,-75.11423774221923,39.877876550396934,100
226, Route 130 & Browning Ln,Brooklawn,NJ,08030,-75.11501991893864,39.87821004813455,100
227, 3004 Mt Ephraim Avenue,Camden,NJ,08104,-75.09660529675729,39.90617593280331,100
228, 1426 Mt. Ephraim Avenue,Camden,NJ,08104,-75.10753446030779,39.929280313630265,100
229, 2626 Federal Street,Camden,NJ,08105,-75.08783204252265,39.94620597453145,100
230, 2137 NJ-38,Cherry Hill,NJ,08002,-75.03218999999996,39.942390000000046,87.2
231, 823 Cooper Landing Road,Cherry Hill,NJ,08002,-75.01029345668293,39.93814749318292,100
232, 1509 NJ-38,Cherry Hill,NJ,08002,-75.03218999999996,39.942390000000046,87.2
233,2230-40 W Route 70,Cherry Hill,NJ,08002,-75.04386602670134,39.92352198805824,99.24
234, 1819 W Route 70,Cherry Hill,NJ,08002,-75.03353097244796,39.91842998187917,99.88
235, 2100 W Route 70,Cherry Hill,NJ,08002,-75.03817907303485,39.92121621031374,99.88
236, 100 Springdale Road,Cherry Hill,NJ,08003,-74.97485127997373,39.86075758461887,100
237, 400 E. Evesham Road,Cherry Hill,NJ,08003,-74.97308798310635,39.86109926140547,100
238, 600 North Kings Highway,Cherry Hill,NJ,08034,-74.99858210920236,39.92478544926834,99.89
239, 1 East Route 70,Cherry Hill,NJ,08034,-75.01100402093074,39.9125429940934,99.88
240, 1360 Brace Road,Cherry Hill,NJ,08034,-75.01706874697345,39.89383177826832,100
241, 504 North Kings Highway,Cherry Hill,NJ,08034,-74.99708763090763,39.9261006386607,99.89
242, 500 NJ-38,Cherry Hill,NJ,08034,-74.99354499999998,39.91192500000005,88.33
243, 109 Berlin Road,Clementon,NJ,08021,-74.98714946519621,39.805293362762455,100
244, 101 White Horse Pike,Clementon,NJ,08021,-74.99550345120748,39.82149566049755,100
245, 1360 Blackwood Clementon Rd,Clementon,NJ,08021,-75.03335822142351,39.80369840739456,100
246, 1224 Blackwood Clementon Road,Clementon,NJ,08021,-75.02506126063062,39.804082462429236,100
247, 664 Haddon Avenue,Collingswood,NJ,08108,-75.0700232643029,39.916550507730086,100
248, 74 South Lakeview Drive,Gibbsboro,NJ,08026,-74.95863388989095,39.83744172837466,100
249, 1301 Black Horse Pike,Glendora,NJ,08029,-75.07073865973898,39.84357271336182,100
250, 455 South Broadway,Gloucester City,NJ,08030,-75.12058020682245,39.887426502909854,100
251, 400 Kings Highway,Haddon Heights,NJ,08035,-75.06005927690308,39.88666520914372,100
252, 249 Cuthbert Boulevard,Haddon Township,NJ,08108,-75.05671244417124,39.91964541141852,99.53
253, 650 W. Cuthbert Boulevard,Haddon Township,NJ,08108,-75.06338856884422,39.90233278828771,100
254, 8 Haddon Avenue,Haddon Township,NJ,08108,-75.05612816431382,39.912671530578535,100
255, 202 Kings Highway East,Haddonfield,NJ,08033,-75.03211929231513,39.897920009632514,100
256, 715 Haddon Avenue,Haddonfield,NJ,08033,-75.04202184036467,39.90504768672637,99.55
257," 423 W. Crystal Lake Avenue,  Suite 7",Haddonfield,NJ,08033,-75.05230926051337,39.900896082218026,100
